source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
yellow_pages_1_26245,yelp_3_8381,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,155
yellow_pages_1_25393,zomato_2_2221,yellow_pages_1__zomato_2,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,156
yelp_2_1863,yelp_3_1708,yelp_2__yelp_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,157
yellow_pages_1_15891,yelp_3_5480,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,158
yellow_pages_1_16895,yelp_3_5457,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,159
yellow_pages_1_1990,yelp_2_3973,yellow_pages_1__yelp_2,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,160
yellow_pages_1_17684,yelp_3_6477,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,161
yellow_pages_1_27189,yelp_3_9353,yellow_pages_1__yelp_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,162
yellow_pages_1_16747,yelp_3_5739,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,163
yellow_pages_1_28263,yelp_3_9762,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,164
yellow_pages_1_16061,yelp_3_5432,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,165
yellow_pages_1_7138,yelp_3_2086,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,166
yellow_pages_1_21157,yelp_3_7411,yellow_pages_1__yelp_3,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,167
yellow_pages_1_7687,yelp_3_2526,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,168
yelp_2_3957,zomato_2_6784,yelp_2__zomato_2,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,169
yellow_pages_1_5217,yelp_3_1225,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,disagreement,170
yellow_pages_1_4297,yelp_3_1190,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,171
yelp_2_606,zomato_2_758,yelp_2__zomato_2,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,172
yellow_pages_1_5371,yelp_2_1541,yellow_pages_1__yelp_2,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,173
yellow_pages_1_24246,yelp_2_1235,yellow_pages_1__yelp_2,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,174
yellow_pages_1_22773,yelp_3_7383,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,175
yellow_pages_1_22625,yelp_3_7343,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,176
yellow_pages_1_27373,yelp_3_9358,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,177
yellow_pages_1_25655,yelp_3_8230,yellow_pages_1__yelp_3,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,178
yellow_pages_1_27404,yelp_3_8976,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,179
yellow_pages_1_26196,yelp_3_8416,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,180
yellow_pages_1_12181,yelp_3_4448,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,181
yellow_pages_1_7615,yelp_3_2397,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,182
yellow_pages_1_21385,yelp_3_7872,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,183
yelp_2_760,zomato_2_1674,yelp_2__zomato_2,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,184
yelp_2_788,yelp_3_8421,yelp_2__yelp_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,185
yellow_pages_1_13990,yelp_3_4778,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,186
