source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
5_16439,1_16417,5_1,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,24
4_1235,3_1946,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,25
4_4582,3_11681,4_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,26
2_16542,1_11659,2_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,27
4_12784,5_6913,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,28
5_16608,1_5177,5_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,29
5_9779,3_10893,5_3,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,30
5_14314,1_13339,5_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,31
2_8647,1_2343,2_1,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,32
2_18856,5_16363,2_5,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,33
2_16802,5_16291,2_5,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,34
5_13336,1_19084,5_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,35
3_3685,1_2211,3_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,36
2_4663,1_11362,2_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,37
2_10278,5_18098,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,38
2_5762,1_2208,2_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,39
2_1745,3_9087,2_3,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,40
2_10242,3_5521,2_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,41
5_4285,1_15896,5_1,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,42
3_7859,1_3770,3_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,43
2_11331,5_2728,2_5,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,44
5_9592,3_10716,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,45
2_17743,5_7443,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,46
2_2263,1_13390,2_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,47
2_11154,1_7102,2_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,48
2_3513,3_12727,2_3,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,49
4_7570,1_11420,4_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,50
2_13195,3_18874,2_3,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,51
2_15411,3_15759,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,52
5_11078,1_7264,5_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,53
2_11343,3_2305,2_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,54
4_15649,5_1025,4_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,55
2_9890,3_12267,2_3,True,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,56
2_5725,3_4902,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,57
2_6505,3_9359,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,58
4_2781,3_1593,4_3,True,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,59
3_14881,1_16270,3_1,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,60
5_7588,3_7438,5_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,61
2_8019,3_5770,2_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,62
4_4375,3_4948,4_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,63
5_4132,1_3463,5_1,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,64
2_12292,5_17822,2_5,False,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,65
5_1981,1_18720,5_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,66
4_1341,1_17069,4_1,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,67
2_13222,1_14974,2_1,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,68
5_3947,3_6946,5_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,69
5_1684,3_5291,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,70
2_15727,5_2768,2_5,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,71
4_6000,3_3939,4_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,72
4_19041,5_12814,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,73
2_19245,4_19156,2_4,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,74
2_13357,3_18896,2_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,75
2_17378,3_8057,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,76
2_2474,3_12447,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,77
2_9269,4_6000,2_4,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,78
4_12889,1_10144,4_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,79
2_9364,1_1692,2_1,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,80
2_6808,3_6630,2_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,81
5_1641,3_15710,5_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,82
5_7764,1_7267,5_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,83
4_18661,3_13157,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,84
4_11939,1_5273,4_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,85
2_8637,3_1783,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,86
2_9909,3_15510,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,87
4_16207,3_11383,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,88
4_18091,3_8201,4_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,89
2_16847,3_4247,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,90
2_19294,3_14534,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,91
2_8608,3_11228,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,92
3_8715,1_17038,3_1,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,93
2_11722,3_7402,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,94
2_10959,5_2994,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,95
2_380,3_1556,2_3,True,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,96
2_5335,4_1918,2_4,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,97
4_7736,3_5132,4_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,98
2_16388,3_9555,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,99
5_19312,3_2109,5_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,100
2_8631,5_12657,2_5,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,101
4_6442,3_14519,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,102
4_8528,3_10062,4_3,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,103
5_14540,3_14732,5_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,104
2_14718,3_11156,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,105
5_6034,3_14769,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,106
4_3244,3_11175,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,107
5_1660,1_14777,5_1,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,108
5_14138,3_5954,5_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,109
2_18498,5_5074,2_5,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,110
5_9253,3_1795,5_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,111
2_4053,3_6762,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,112
4_10809,5_8817,4_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,113
4_17035,5_12967,4_5,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,114
2_7353,4_3212,2_4,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,115
2_8091,3_4529,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,116
5_12717,1_18328,5_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,117
4_12314,3_13422,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,118
5_17506,1_3242,5_1,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,119
2_984,3_2803,2_3,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,120
2_18365,3_12245,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,121
2_3797,3_16243,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,122
2_949,4_514,2_4,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,123
2_10590,5_11951,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,124
4_18981,5_13641,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,125
4_18691,1_7625,4_1,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,126
5_6262,3_2049,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,127
2_15266,3_3231,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,128
2_9497,3_13457,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,129
2_13903,3_6572,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,130
5_13913,3_16798,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,131
2_4064,4_5010,2_4,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,132
3_7149,1_5389,3_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,133
5_944,1_10498,5_1,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,134
4_6047,3_831,4_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,135
2_13939,5_6559,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,136
5_12498,1_11476,5_1,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,137
2_15569,1_518,2_1,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,138
4_12094,3_946,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,139
2_3434,3_15482,2_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,140
2_6840,4_9186,2_4,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,141
4_12864,3_2946,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,142
5_4482,1_15741,5_1,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,143
2_8980,3_18708,2_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,144
4_3649,5_11215,4_5,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,145
5_4301,3_2009,5_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,146
2_9696,1_10619,2_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,147
4_15684,1_8374,4_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,148
2_9281,3_13595,2_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,149
4_10432,5_13075,4_5,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,150
3_2523,1_16658,3_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,151
2_7595,4_5289,2_4,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,152
2_8151,3_6493,2_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,153
4_9840,1_11014,4_1,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,154
2_7555,3_16630,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,155
2_9857,3_17395,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,156
2_3429,5_5739,2_5,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,157
5_1771,3_8137,5_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,158
2_6484,4_3116,2_4,True,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,159
5_1004,3_10831,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,160
2_5127,5_5350,2_5,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,161
3_14293,1_2703,3_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,162
2_1168,5_8263,2_5,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,163
5_8370,3_13873,5_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,164
4_8975,3_14786,4_3,True,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,165
2_12279,3_10993,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,166
4_14716,3_359,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,167
5_18586,3_19300,5_3,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,168
2_8874,3_16339,2_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,169
4_17990,3_11681,4_3,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,170
4_9923,3_3983,4_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,171
3_13396,1_16663,3_1,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,172
2_5123,3_3617,2_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,173
5_6593,1_1085,5_1,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,174
5_3856,3_12345,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,175
2_412,3_18276,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,176
2_12152,3_2252,2_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,177
5_15608,1_16578,5_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,178
2_9875,3_6680,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,179
2_10615,3_18208,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,180
2_637,5_17128,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,181
2_1577,3_15230,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,182
4_15886,5_705,4_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,183
2_13316,3_12477,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,184
4_14965,3_772,4_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,185
2_10082,3_8434,2_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,186
4_12421,3_1911,4_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,187
5_3318,1_1873,5_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,188
5_1004,3_13580,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,189
5_9676,1_14825,5_1,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,190
5_16266,3_1946,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,191
2_71,3_9034,2_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,192
2_3086,5_10706,2_5,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,193
5_5253,1_4754,5_1,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,194
2_11758,3_13952,2_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,195
2_11620,3_18220,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,196
4_13361,1_8325,4_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,197
4_13560,3_17192,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,198
2_5137,3_13873,2_3,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,199
2_16787,1_7316,2_1,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,200
3_6053,1_4120,3_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,201
2_11109,3_7542,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,202
5_4465,3_6132,5_3,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,203
2_24,5_18442,2_5,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,204
4_15996,3_9535,4_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,205
3_14604,1_2667,3_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,206
2_18790,4_18039,2_4,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,207
2_16516,1_14300,2_1,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,208
4_1616,5_3692,4_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,209
5_1313,1_2869,5_1,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,210
2_2989,3_12107,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,211
4_4657,3_16366,4_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,212
2_5303,5_3254,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,213
2_2930,3_10047,2_3,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,214
2_14269,5_7913,2_5,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,215
2_477,5_5621,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,216
5_15951,1_1499,5_1,True,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,217
2_13872,5_735,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,218
5_1279,3_4948,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,219
